voto,genero,edad,ponderado,inverso,homo_pon,estado,partido
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,41,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,55,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,37,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,61,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,34,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,44,2.09,0.47846889952153115,23120.31692959772,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,29,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,27,0.94,1.0638297872340425,51405.81104559492,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,33,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,51,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,35,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,49,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,24,0.94,1.0638297872340425,51405.81104559492,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,32,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,43,2.04,0.49019607843137253,23686.99136414668,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,48,4.58,0.2183406113537118,10550.537638178872,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,28,0.59,1.6949152542372883,81900.78369976142,NA,MORENA-PT-Partido Verde
