N_estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon,estado,rango_edad,total
JALISCO,1,Hombres,46,58262.78267870822,PAN-PRI-PRD,5,58911.08962341951,14,45-49,-58911.08962341951
JALISCO,7,Hombres,41,52180.83241181015,MORENA-PT-Partido Verde,5,52761.46372528422,14,40-44,-52761.46372528422
JALISCO,1,Mujeres,51,73834.24165977583,PAN-PRI-PRD,5,74655.81676183523,14,50-54,74655.81676183523
JALISCO,7,Mujeres,31,75630.48461220882,MORENA-PT-Partido Verde,5,76472.04703253403,14,30-34,76472.04703253403
JALISCO,2,Mujeres,65,66054.30185501996,PAN-PRI-PRD,5,66789.30730192449,14,65-100,66789.30730192449
JALISCO,1,Mujeres,26,49656.944428366485,PAN-PRI-PRD,5,50209.49170547787,14,25-29,50209.49170547787
JALISCO,1,Mujeres,41,48285.41773444386,PAN-PRI-PRD,5,48822.70363474408,14,40-44,48822.70363474408
JALISCO,7,Hombres,26,86392.09011420612,MORENA-PT-Partido Verde,5,87353.40005194157,14,25-29,-87353.40005194157
JALISCO,7,Hombres,85,86980.57811840058,MORENA-PT-Partido Verde,5,87948.43633348322,14,65-100,-87948.43633348322
JALISCO,7,Hombres,52,88737.6889490875,MORENA-PT-Partido Verde,5,89725.09904792487,14,50-54,-89725.09904792487
JALISCO,7,Hombres,60,58262.78267870822,MORENA-PT-Partido Verde,5,58911.08962341951,14,60-64,-58911.08962341951
JALISCO,99,Hombres,33,56722.725496843435,NS,5,57353.89577694052,14,30-34,-57353.89577694052
JALISCO,3,Mujeres,21,77512.28469356045,PAN-PRI-PRD,5,78374.78645123291,14,20-24,78374.78645123291
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
NA,NA,NA,NA,NA,NA,5,NA,NA,Desconocido,NA
